CodeC,country,Country Code,year,time_period,obs_value,sex,Region,Sub-region
WSM2014Tot,Samoa,WSM,2014,01/01/2014,77.8,Total,Oceania,Polynesia
STP2014Fem,Sao Tome and Principe,STP,2014,01/01/2014,66.4,Female,Africa,Sub-Saharan Africa
STP2014Mal,Sao Tome and Principe,STP,2014,01/01/2014,70.7,Male,Africa,Sub-Saharan Africa
STP2014Tot,Sao Tome and Principe,STP,2014,01/01/2014,68.9,Total,Africa,Sub-Saharan Africa
SEN2014Fem,Senegal,SEN,2014,01/01/2014,33.6,Female,Africa,Sub-Saharan Africa
SEN2014Mal,Senegal,SEN,2014,01/01/2014,48.9,Male,Africa,Sub-Saharan Africa
SEN2014Tot,Senegal,SEN,2014,01/01/2014,42.2,Total,Africa,Sub-Saharan Africa
PSE2014Fem,"Palestinian Territory, Occupied",PSE,2014,01/01/2014,73.7,Female,Asia,Western Asia
PSE2014Mal,"Palestinian Territory, Occupied",PSE,2014,01/01/2014,78.7,Male,Asia,Western Asia
PSE2014Tot,"Palestinian Territory, Occupied",PSE,2014,01/01/2014,76.5,Total,Asia,Western Asia
SDN2014Fem,Sudan,SDN,2014,01/01/2014,48.5,Female,Africa,Northern Africa
SDN2014Mal,Sudan,SDN,2014,01/01/2014,48.1,Male,Africa,Northern Africa
SDN2014Tot,Sudan,SDN,2014,01/01/2014,48.3,Total,Africa,Northern Africa
TGO2014Fem,Togo,TGO,2014,01/01/2014,47.9,Female,Africa,Sub-Saharan Africa
TGO2014Mal,Togo,TGO,2014,01/01/2014,49,Male,Africa,Sub-Saharan Africa
TGO2014Tot,Togo,TGO,2014,01/01/2014,48.5,Total,Africa,Sub-Saharan Africa
VNM2014Fem,Viet Nam,VNM,2014,01/01/2014,75.8,Female,Asia,South-eastern Asia
VNM2014Mal,Viet Nam,VNM,2014,01/01/2014,85.2,Male,Asia,South-eastern Asia
VNM2014Tot,Viet Nam,VNM,2014,01/01/2014,81.1,Total,Asia,South-eastern Asia
ZMB2014Fem,Zambia,ZMB,2014,01/01/2014,65.9,Female,Africa,Sub-Saharan Africa
ZMB2014Mal,Zambia,ZMB,2014,01/01/2014,73.6,Male,Africa,Sub-Saharan Africa
ZMB2014Tot,Zambia,ZMB,2014,01/01/2014,69.7,Total,Africa,Sub-Saharan Africa
ZWE2014Fem,Zimbabwe,ZWE,2014,01/01/2014,58.7,Female,Africa,Sub-Saharan Africa
ZWE2014Mal,Zimbabwe,ZWE,2014,01/01/2014,58.6,Male,Africa,Sub-Saharan Africa
ZWE2014Tot,Zimbabwe,ZWE,2014,01/01/2014,58.6,Total,Africa,Sub-Saharan Africa
AFG2015Fem,Afghanistan,AFG,2015,01/01/2015,60.4,Female,Asia,Southern Asia
AFG2015Mal,Afghanistan,AFG,2015,01/01/2015,62.4,Male,Asia,Southern Asia
AFG2015Tot,Afghanistan,AFG,2015,01/01/2015,61.5,Total,Asia,Southern Asia
BOL2015Tot,"Bolivia, Plurinational State of",BOL,2015,01/01/2015,62.4,Total,Americas,Latin America and the Caribbean
TCD2015Fem,Chad,TCD,2015,01/01/2015,24.5,Female,Africa,Sub-Saharan Africa
TCD2015Mal,Chad,TCD,2015,01/01/2015,27.1,Male,Africa,Sub-Saharan Africa
TCD2015Tot,Chad,TCD,2015,01/01/2015,25.8,Total,Africa,Sub-Saharan Africa
COG2015Tot,Congo,COG,2015,01/01/2015,28.3,Total,Africa,Sub-Saharan Africa
GTM2015Fem,Guatemala,GTM,2015,01/01/2015,53.6,Female,Americas,Latin America and the Caribbean
GTM2015Mal,Guatemala,GTM,2015,01/01/2015,50.4,Male,Americas,Latin America and the Caribbean
GTM2015Tot,Guatemala,GTM,2015,01/01/2015,52,Total,Americas,Latin America and the Caribbean
MLI2015Fem,Mali,MLI,2015,01/01/2015,23.2,Female,Africa,Sub-Saharan Africa
MLI2015Mal,Mali,MLI,2015,01/01/2015,22.7,Male,Africa,Sub-Saharan Africa
MLI2015Tot,Mali,MLI,2015,01/01/2015,23,Total,Africa,Sub-Saharan Africa
MRT2015Fem,Mauritania,MRT,2015,01/01/2015,33.8,Female,Africa,Sub-Saharan Africa
MRT2015Mal,Mauritania,MRT,2015,01/01/2015,33.7,Male,Africa,Sub-Saharan Africa
MRT2015Tot,Mauritania,MRT,2015,01/01/2015,33.7,Total,Africa,Sub-Saharan Africa
MEX2015Fem,Mexico,MEX,2015,01/01/2015,78,Female,Americas,Latin America and the Caribbean
MEX2015Mal,Mexico,MEX,2015,01/01/2015,67.2,Male,Americas,Latin America and the Caribbean
MEX2015Tot,Mexico,MEX,2015,01/01/2015,73.1,Total,Americas,Latin America and the Caribbean
MOZ2015Fem,Mozambique,MOZ,2015,01/01/2015,55.5,Female,Africa,Sub-Saharan Africa
MOZ2015Mal,Mozambique,MOZ,2015,01/01/2015,57.5,Male,Africa,Sub-Saharan Africa
MOZ2015Tot,Mozambique,MOZ,2015,01/01/2015,56.5,Total,Africa,Sub-Saharan Africa
NER2015Tot,Niger,NER,2015,01/01/2015,59.3,Total,Africa,Sub-Saharan Africa
PER2015Fem,Peru,PER,2015,01/01/2015,60.5,Female,Americas,Latin America and the Caribbean
PER2015Mal,Peru,PER,2015,01/01/2015,64.2,Male,Americas,Latin America and the Caribbean
PER2015Tot,Peru,PER,2015,01/01/2015,62.4,Total,Americas,Latin America and the Caribbean
RWA2015Fem,Rwanda,RWA,2015,01/01/2015,49.3,Female,Africa,Sub-Saharan Africa
RWA2015Mal,Rwanda,RWA,2015,01/01/2015,58.6,Male,Africa,Sub-Saharan Africa
RWA2015Tot,Rwanda,RWA,2015,01/01/2015,53.9,Total,Africa,Sub-Saharan Africa
SEN2015Fem,Senegal,SEN,2015,01/01/2015,43.3,Female,Africa,Sub-Saharan Africa
SEN2015Mal,Senegal,SEN,2015,01/01/2015,53.1,Male,Africa,Sub-Saharan Africa
SEN2015Tot,Senegal,SEN,2015,01/01/2015,48.2,Total,Africa,Sub-Saharan Africa
SLB2015Fem,Solomon Islands,SLB,2015,01/01/2015,72.8,Female,Oceania,Melanesia
SLB2015Mal,Solomon Islands,SLB,2015,01/01/2015,84.9,Male,Oceania,Melanesia
SLB2015Tot,Solomon Islands,SLB,2015,01/01/2015,79,Total,Oceania,Melanesia
ZWE2015Fem,Zimbabwe,ZWE,2015,01/01/2015,55.3,Female,Africa,Sub-Saharan Africa
ZWE2015Mal,Zimbabwe,ZWE,2015,01/01/2015,47.3,Male,Africa,Sub-Saharan Africa
ZWE2015Tot,Zimbabwe,ZWE,2015,01/01/2015,50.9,Total,Africa,Sub-Saharan Africa
AGO2016Fem,Angola,AGO,2016,01/01/2016,47.2,Female,Africa,Sub-Saharan Africa
AGO2016Mal,Angola,AGO,2016,01/01/2016,50.6,Male,Africa,Sub-Saharan Africa
AGO2016Tot,Angola,AGO,2016,01/01/2016,49,Total,Africa,Sub-Saharan Africa
ARM2016Tot,Armenia,ARM,2016,01/01/2016,91.7,Total,Asia,Western Asia
BLZ2016Tot,Belize,BLZ,2016,01/01/2016,67.4,Total,Americas,Latin America and the Caribbean
BOL2016Fem,"Bolivia, Plurinational State of",BOL,2016,01/01/2016,79.9,Female,Americas,Latin America and the Caribbean
BOL2016Mal,"Bolivia, Plurinational State of",BOL,2016,01/01/2016,82.9,Male,Americas,Latin America and the Caribbean
BOL2016Tot,"Bolivia, Plurinational State of",BOL,2016,01/01/2016,81.4,Total,Americas,Latin America and the Caribbean
PRK2009Fem,"Korea, Democratic People's Republic of",PRK,2009,01/01/2009,81.8,Female,Asia,Eastern Asia
PRK2009Mal,"Korea, Democratic People's Republic of",PRK,2009,01/01/2009,77.9,Male,Asia,Eastern Asia
PRK2009Tot,"Korea, Democratic People's Republic of",PRK,2009,01/01/2009,79.8,Total,Asia,Eastern Asia
ETH2016Fem,Ethiopia,ETH,2016,01/01/2016,27.5,Female,Africa,Sub-Saharan Africa
ETH2016Mal,Ethiopia,ETH,2016,01/01/2016,32.1,Male,Africa,Sub-Saharan Africa
ETH2016Tot,Ethiopia,ETH,2016,01/01/2016,29.8,Total,Africa,Sub-Saharan Africa
GIN2016Fem,Guinea,GIN,2016,01/01/2016,31,Female,Africa,Sub-Saharan Africa
GIN2016Mal,Guinea,GIN,2016,01/01/2016,28.2,Male,Africa,Sub-Saharan Africa
GIN2016Tot,Guinea,GIN,2016,01/01/2016,29.6,Total,Africa,Sub-Saharan Africa
IND2016Fem,India,IND,2016,01/01/2016,75.2,Female,Asia,Southern Asia
IND2016Mal,India,IND,2016,01/01/2016,80.4,Male,Asia,Southern Asia
IND2016Tot,India,IND,2016,01/01/2016,78.1,Total,Asia,Southern Asia
MWI2016Fem,Malawi,MWI,2016,01/01/2016,76.2,Female,Africa,Sub-Saharan Africa
MWI2016Mal,Malawi,MWI,2016,01/01/2016,72.7,Male,Africa,Sub-Saharan Africa
MWI2016Tot,Malawi,MWI,2016,01/01/2016,74.4,Total,Africa,Sub-Saharan Africa
MMR2016Fem,Burma,MMR,2016,01/01/2016,48.6,Female,Asia,South-eastern Asia
MMR2016Mal,Burma,MMR,2016,01/01/2016,64.8,Male,Asia,South-eastern Asia
MMR2016Tot,Burma,MMR,2016,01/01/2016,58.6,Total,Asia,South-eastern Asia
NPL2016Fem,Nepal,NPL,2016,01/01/2016,49.7,Female,Asia,Southern Asia
NPL2016Mal,Nepal,NPL,2016,01/01/2016,59,Male,Asia,Southern Asia
NPL2016Tot,Nepal,NPL,2016,01/01/2016,55.1,Total,Asia,Southern Asia
PRY2016Fem,Paraguay,PRY,2016,01/01/2016,88.8,Female,Americas,Latin America and the Caribbean
PRY2016Mal,Paraguay,PRY,2016,01/01/2016,89.8,Male,Americas,Latin America and the Caribbean
PRY2016Tot,Paraguay,PRY,2016,01/01/2016,89.4,Total,Americas,Latin America and the Caribbean
SEN2016Fem,Senegal,SEN,2016,01/01/2016,48.3,Female,Africa,Sub-Saharan Africa
SEN2016Mal,Senegal,SEN,2016,01/01/2016,47.9,Male,Africa,Sub-Saharan Africa
SEN2016Tot,Senegal,SEN,2016,01/01/2016,48.1,Total,Africa,Sub-Saharan Africa
ZAF2016Fem,South Africa,ZAF,2016,01/01/2016,63.1,Female,Africa,Sub-Saharan Africa
ZAF2016Mal,South Africa,ZAF,2016,01/01/2016,67.4,Male,Africa,Sub-Saharan Africa
ZAF2016Tot,South Africa,ZAF,2016,01/01/2016,65.7,Total,Africa,Sub-Saharan Africa
LKA2016Fem,Sri Lanka,LKA,2016,01/01/2016,52.4,Female,Asia,Southern Asia
LKA2016Mal,Sri Lanka,LKA,2016,01/01/2016,52.2,Male,Asia,Southern Asia
LKA2016Tot,Sri Lanka,LKA,2016,01/01/2016,52.3,Total,Asia,Southern Asia
THA2016Fem,Thailand,THA,2016,01/01/2016,84.2,Female,Asia,South-eastern Asia
THA2016Mal,Thailand,THA,2016,01/01/2016,75.7,Male,Asia,South-eastern Asia
THA2016Tot,Thailand,THA,2016,01/01/2016,79.5,Total,Asia,South-eastern Asia
TLS2016Fem,Timor-Leste,TLS,2016,01/01/2016,75.9,Female,Asia,South-eastern Asia
TLS2016Mal,Timor-Leste,TLS,2016,01/01/2016,66.5,Male,Asia,South-eastern Asia
TLS2016Tot,Timor-Leste,TLS,2016,01/01/2016,70.3,Total,Asia,South-eastern Asia
UGA2016Fem,Uganda,UGA,2016,01/01/2016,70.4,Female,Africa,Sub-Saharan Africa
UGA2016Mal,Uganda,UGA,2016,01/01/2016,72.1,Male,Africa,Sub-Saharan Africa
UGA2016Tot,Uganda,UGA,2016,01/01/2016,71.3,Total,Africa,Sub-Saharan Africa
TZA2016Fem,"Tanzania, United Republic of",TZA,2016,01/01/2016,55.8,Female,Africa,Sub-Saharan Africa
TZA2016Mal,"Tanzania, United Republic of",TZA,2016,01/01/2016,49,Male,Africa,Sub-Saharan Africa
TZA2016Tot,"Tanzania, United Republic of",TZA,2016,01/01/2016,52.3,Total,Africa,Sub-Saharan Africa
BDI2017Fem,Burundi,BDI,2017,01/01/2017,54.3,Female,Africa,Sub-Saharan Africa
BDI2017Mal,Burundi,BDI,2017,01/01/2017,62.4,Male,Africa,Sub-Saharan Africa
BDI2017Tot,Burundi,BDI,2017,01/01/2017,58.5,Total,Africa,Sub-Saharan Africa
PRK2017Fem,"Korea, Democratic People's Republic of",PRK,2017,01/01/2017,88.4,Female,Asia,Eastern Asia
PRK2017Mal,"Korea, Democratic People's Republic of",PRK,2017,01/01/2017,82.2,Male,Asia,Eastern Asia
PRK2017Tot,"Korea, Democratic People's Republic of",PRK,2017,01/01/2017,85.6,Total,Asia,Eastern Asia
HTI2017Fem,Haiti,HTI,2017,01/01/2017,40.9,Female,Americas,Latin America and the Caribbean
HTI2017Mal,Haiti,HTI,2017,01/01/2017,30.1,Male,Americas,Latin America and the Caribbean
HTI2017Tot,Haiti,HTI,2017,01/01/2017,35.4,Total,Americas,Latin America and the Caribbean
IDN2017Fem,Indonesia,IDN,2017,01/01/2017,73.4,Female,Asia,South-eastern Asia
IDN2017Mal,Indonesia,IDN,2017,01/01/2017,76.4,Male,Asia,South-eastern Asia
IDN2017Tot,Indonesia,IDN,2017,01/01/2017,75,Total,Asia,South-eastern Asia
LAO2017Fem,Lao People's Democratic Republic,LAO,2017,01/01/2017,32.8,Female,Asia,South-eastern Asia
LAO2017Mal,Lao People's Democratic Republic,LAO,2017,01/01/2017,47.3,Male,Asia,South-eastern Asia
LAO2017Tot,Lao People's Democratic Republic,LAO,2017,01/01/2017,39.8,Total,Asia,South-eastern Asia
NGA2017Fem,Nigeria,NGA,2017,01/01/2017,22.8,Female,Africa,Sub-Saharan Africa
NGA2017Mal,Nigeria,NGA,2017,01/01/2017,24.6,Male,Africa,Sub-Saharan Africa
NGA2017Tot,Nigeria,NGA,2017,01/01/2017,23.7,Total,Africa,Sub-Saharan Africa
PHL2017Fem,Philippines,PHL,2017,01/01/2017,58.8,Female,Asia,South-eastern Asia
PHL2017Mal,Philippines,PHL,2017,01/01/2017,69.3,Male,Asia,South-eastern Asia
PHL2017Tot,Philippines,PHL,2017,01/01/2017,66,Total,Asia,South-eastern Asia
SEN2017Fem,Senegal,SEN,2017,01/01/2017,50.2,Female,Africa,Sub-Saharan Africa
SEN2017Mal,Senegal,SEN,2017,01/01/2017,53.8,Male,Africa,Sub-Saharan Africa
SEN2017Tot,Senegal,SEN,2017,01/01/2017,52,Total,Africa,Sub-Saharan Africa
SLE2017Fem,Sierra Leone,SLE,2017,01/01/2017,74,Female,Africa,Sub-Saharan Africa
SLE2017Mal,Sierra Leone,SLE,2017,01/01/2017,73.6,Male,Africa,Sub-Saharan Africa
SLE2017Tot,Sierra Leone,SLE,2017,01/01/2017,73.8,Total,Africa,Sub-Saharan Africa
TJK2017Mal,Tajikistan,TJK,2017,01/01/2017,59,Male,Asia,Central Asia
TJK2017Tot,Tajikistan,TJK,2017,01/01/2017,68.5,Total,Asia,Central Asia
TGO2017Fem,Togo,TGO,2017,01/01/2017,43.3,Female,Africa,Sub-Saharan Africa
TGO2017Mal,Togo,TGO,2017,01/01/2017,36.1,Male,Africa,Sub-Saharan Africa
TGO2017Tot,Togo,TGO,2017,01/01/2017,39,Total,Africa,Sub-Saharan Africa
AFG2018Fem,Afghanistan,AFG,2018,01/01/2018,70.1,Female,Asia,Southern Asia
AFG2018Mal,Afghanistan,AFG,2018,01/01/2018,65.2,Male,Asia,Southern Asia
AFG2018Tot,Afghanistan,AFG,2018,01/01/2018,67.7,Total,Asia,Southern Asia
ALB2018Fem,Albania,ALB,2018,01/01/2018,83,Female,Europe,Southern Europe
ALB2018Mal,Albania,ALB,2018,01/01/2018,80.8,Male,Europe,Southern Europe
ALB2018Tot,Albania,ALB,2018,01/01/2018,81.8,Total,Europe,Southern Europe
BGD2018Fem,Bangladesh,BGD,2018,01/01/2018,30.1,Female,Asia,Southern Asia
BGD2018Mal,Bangladesh,BGD,2018,01/01/2018,44,Male,Asia,Southern Asia
BGD2018Tot,Bangladesh,BGD,2018,01/01/2018,38.8,Total,Asia,Southern Asia
BEN2018Fem,Benin,BEN,2018,01/01/2018,26.8,Female,Africa,Sub-Saharan Africa
BEN2018Mal,Benin,BEN,2018,01/01/2018,30.9,Male,Africa,Sub-Saharan Africa
BEN2018Tot,Benin,BEN,2018,01/01/2018,29,Total,Africa,Sub-Saharan Africa
CPV2018Fem,Cape Verde,CPV,2018,01/01/2018,46.1,Female,Africa,Northern Africa
CPV2018Mal,Cape Verde,CPV,2018,01/01/2018,62.1,Male,Africa,Northern Africa
CPV2018Tot,Cape Verde,CPV,2018,01/01/2018,53.4,Total,Africa,Northern Africa
CMR2018Fem,Cameroon,CMR,2018,01/01/2018,29.5,Female,Africa,Sub-Saharan Africa
CMR2018Mal,Cameroon,CMR,2018,01/01/2018,30,Male,Africa,Sub-Saharan Africa
CMR2018Tot,Cameroon,CMR,2018,01/01/2018,29.8,Total,Africa,Sub-Saharan Africa
CRI2018Fem,Costa Rica,CRI,2018,01/01/2018,77.3,Female,Americas,Latin America and the Caribbean
CRI2018Mal,Costa Rica,CRI,2018,01/01/2018,82.6,Male,Americas,Latin America and the Caribbean
CRI2018Tot,Costa Rica,CRI,2018,01/01/2018,80.3,Total,Americas,Latin America and the Caribbean
COD2018Fem,"Congo, the Democratic Republic of the",COD,2018,01/01/2018,36.3,Female,Africa,Sub-Saharan Africa
COD2018Mal,"Congo, the Democratic Republic of the",COD,2018,01/01/2018,31.6,Male,Africa,Sub-Saharan Africa
COD2018Tot,"Congo, the Democratic Republic of the",COD,2018,01/01/2018,34.2,Total,Africa,Sub-Saharan Africa
ECU2018Tot,Ecuador,ECU,2018,01/01/2018,70.7,Total,Americas,Latin America and the Caribbean
GMB2018Fem,Gambia,GMB,2018,01/01/2018,52.7,Female,Africa,Sub-Saharan Africa
GMB2018Mal,Gambia,GMB,2018,01/01/2018,53.6,Male,Africa,Sub-Saharan Africa
GMB2018Tot,Gambia,GMB,2018,01/01/2018,53.2,Total,Africa,Sub-Saharan Africa
GHA2018Fem,Ghana,GHA,2018,01/01/2018,54.3,Female,Africa,Sub-Saharan Africa
GHA2018Mal,Ghana,GHA,2018,01/01/2018,56.6,Male,Africa,Sub-Saharan Africa
GHA2018Tot,Ghana,GHA,2018,01/01/2018,55.5,Total,Africa,Sub-Saharan Africa
GIN2018Fem,Guinea,GIN,2018,01/01/2018,73.9,Female,Africa,Sub-Saharan Africa
GIN2018Mal,Guinea,GIN,2018,01/01/2018,65.5,Male,Africa,Sub-Saharan Africa
GIN2018Tot,Guinea,GIN,2018,01/01/2018,69.4,Total,Africa,Sub-Saharan Africa
IRQ2018Fem,Iraq,IRQ,2018,01/01/2018,37,Female,Asia,Western Asia
IRQ2018Mal,Iraq,IRQ,2018,01/01/2018,50,Male,Asia,Western Asia
IRQ2018Tot,Iraq,IRQ,2018,01/01/2018,44.4,Total,Asia,Western Asia
JOR2018Fem,Jordan,JOR,2018,01/01/2018,58.5,Female,Asia,Western Asia
JOR2018Mal,Jordan,JOR,2018,01/01/2018,62.9,Male,Asia,Western Asia
JOR2018Tot,Jordan,JOR,2018,01/01/2018,60.9,Total,Asia,Western Asia
LSO2018Fem,Lesotho,LSO,2018,01/01/2018,54,Female,Africa,Sub-Saharan Africa
LSO2018Mal,Lesotho,LSO,2018,01/01/2018,61.6,Male,Africa,Sub-Saharan Africa
LSO2018Tot,Lesotho,LSO,2018,01/01/2018,57.5,Total,Africa,Sub-Saharan Africa
MDG2018Fem,Madagascar,MDG,2018,01/01/2018,41.3,Female,Africa,Sub-Saharan Africa
MDG2018Mal,Madagascar,MDG,2018,01/01/2018,39.6,Male,Africa,Sub-Saharan Africa
MDG2018Tot,Madagascar,MDG,2018,01/01/2018,40.4,Total,Africa,Sub-Saharan Africa
MLI2018Fem,Mali,MLI,2018,01/01/2018,32.2,Female,Africa,Sub-Saharan Africa
MLI2018Mal,Mali,MLI,2018,01/01/2018,37,Male,Africa,Sub-Saharan Africa
MLI2018Tot,Mali,MLI,2018,01/01/2018,34.7,Total,Africa,Sub-Saharan Africa
MNG2018Fem,Mongolia,MNG,2018,01/01/2018,80.8,Female,Asia,Eastern Asia
MNG2018Mal,Mongolia,MNG,2018,01/01/2018,71.5,Male,Asia,Eastern Asia
MNG2018Tot,Mongolia,MNG,2018,01/01/2018,76,Total,Asia,Eastern Asia
MAR2018Tot,Morocco,MAR,2018,01/01/2018,70.3,Total,Africa,Northern Africa
NGA2018Fem,Nigeria,NGA,2018,01/01/2018,40.2,Female,Africa,Sub-Saharan Africa
NGA2018Mal,Nigeria,NGA,2018,01/01/2018,40.1,Male,Africa,Sub-Saharan Africa
NGA2018Tot,Nigeria,NGA,2018,01/01/2018,40.1,Total,Africa,Sub-Saharan Africa
PAK2018Fem,Pakistan,PAK,2018,01/01/2018,69.7,Female,Asia,Southern Asia
PAK2018Mal,Pakistan,PAK,2018,01/01/2018,72.4,Male,Asia,Southern Asia
PAK2018Tot,Pakistan,PAK,2018,01/01/2018,71.1,Total,Asia,Southern Asia
PNG2018Fem,Papua New Guinea,PNG,2018,01/01/2018,57.9,Female,Oceania,Melanesia
PNG2018Mal,Papua New Guinea,PNG,2018,01/01/2018,67.8,Male,Oceania,Melanesia
PNG2018Tot,Papua New Guinea,PNG,2018,01/01/2018,62.6,Total,Oceania,Melanesia
SEN2018Fem,Senegal,SEN,2018,01/01/2018,47.4,Female,Africa,Sub-Saharan Africa
SEN2018Mal,Senegal,SEN,2018,01/01/2018,46.3,Male,Africa,Sub-Saharan Africa
SEN2018Tot,Senegal,SEN,2018,01/01/2018,46.9,Total,Africa,Sub-Saharan Africa
SUR2018Tot,Suriname,SUR,2018,01/01/2018,89.1,Total,Americas,Latin America and the Caribbean
TUN2018Fem,Tunisia,TUN,2018,01/01/2018,97.1,Female,Africa,Northern Africa
TUN2018Mal,Tunisia,TUN,2018,01/01/2018,97.9,Male,Africa,Northern Africa
TUN2018Tot,Tunisia,TUN,2018,01/01/2018,97.5,Total,Africa,Northern Africa
DZA2019Fem,Algeria,DZA,2019,01/01/2019,44.4,Female,Africa,Northern Africa
DZA2019Mal,Algeria,DZA,2019,01/01/2019,49,Male,Africa,Northern Africa
DZA2019Tot,Algeria,DZA,2019,01/01/2019,47,Total,Africa,Northern Africa
BGD2019Fem,Bangladesh,BGD,2019,01/01/2019,46,Female,Asia,Southern Asia
BGD2019Mal,Bangladesh,BGD,2019,01/01/2019,46.8,Male,Asia,Southern Asia
BGD2019Tot,Bangladesh,BGD,2019,01/01/2019,46.4,Total,Asia,Southern Asia
BLR2019Tot,Belarus,BLR,2019,01/01/2019,92.8,Total,Europe,Eastern Europe
CAF2019Fem,Central African Republic,CAF,2019,01/01/2019,35.8,Female,Africa,Sub-Saharan Africa
CAF2019Mal,Central African Republic,CAF,2019,01/01/2019,33.7,Male,Africa,Sub-Saharan Africa
CAF2019Tot,Central African Republic,CAF,2019,01/01/2019,34.7,Total,Africa,Sub-Saharan Africa
TCD2019Fem,Chad,TCD,2019,01/01/2019,16.3,Female,Africa,Sub-Saharan Africa
TCD2019Mal,Chad,TCD,2019,01/01/2019,18.7,Male,Africa,Sub-Saharan Africa
TCD2019Tot,Chad,TCD,2019,01/01/2019,17.6,Total,Africa,Sub-Saharan Africa
CUB2019Tot,Cuba,CUB,2019,01/01/2019,89.6,Total,Americas,Latin America and the Caribbean
DOM2019Fem,Dominican Republic,DOM,2019,01/01/2019,85.5,Female,Americas,Latin America and the Caribbean
DOM2019Mal,Dominican Republic,DOM,2019,01/01/2019,83.7,Male,Americas,Latin America and the Caribbean
DOM2019Tot,Dominican Republic,DOM,2019,01/01/2019,84.5,Total,Americas,Latin America and the Caribbean
GNB2019Fem,Guinea-Bissau,GNB,2019,01/01/2019,44.9,Female,Africa,Sub-Saharan Africa
GNB2019Mal,Guinea-Bissau,GNB,2019,01/01/2019,49.9,Male,Africa,Sub-Saharan Africa
GNB2019Tot,Guinea-Bissau,GNB,2019,01/01/2019,47.6,Total,Africa,Sub-Saharan Africa
HND2019Fem,Honduras,HND,2019,01/01/2019,72.6,Female,Americas,Latin America and the Caribbean
HND2019Mal,Honduras,HND,2019,01/01/2019,68,Male,Americas,Latin America and the Caribbean
HND2019Tot,Honduras,HND,2019,01/01/2019,70.1,Total,Americas,Latin America and the Caribbean
KIR2019Fem,Kiribati,KIR,2019,01/01/2019,81.1,Female,Oceania,Micronesia
KIR2019Mal,Kiribati,KIR,2019,01/01/2019,90.9,Male,Oceania,Micronesia
KIR2019Tot,Kiribati,KIR,2019,01/01/2019,86.5,Total,Oceania,Micronesia
NPL2019Fem,Nepal,NPL,2019,01/01/2019,88,Female,Asia,Southern Asia
NPL2019Mal,Nepal,NPL,2019,01/01/2019,77.9,Male,Asia,Southern Asia
NPL2019Tot,Nepal,NPL,2019,01/01/2019,82,Total,Asia,Southern Asia
PER2019Tot,Peru,PER,2019,01/01/2019,61.3,Total,Americas,Latin America and the Caribbean
STP2019Tot,Sao Tome and Principe,STP,2019,01/01/2019,82.4,Total,Africa,Sub-Saharan Africa
SEN2019Fem,Senegal,SEN,2019,01/01/2019,45,Female,Africa,Sub-Saharan Africa
SEN2019Mal,Senegal,SEN,2019,01/01/2019,49.9,Male,Africa,Sub-Saharan Africa
SEN2019Tot,Senegal,SEN,2019,01/01/2019,47.6,Total,Africa,Sub-Saharan Africa
SLE2019Fem,Sierra Leone,SLE,2019,01/01/2019,81,Female,Africa,Sub-Saharan Africa
SLE2019Mal,Sierra Leone,SLE,2019,01/01/2019,71.5,Male,Africa,Sub-Saharan Africa
SLE2019Tot,Sierra Leone,SLE,2019,01/01/2019,75.8,Total,Africa,Sub-Saharan Africa
SOM2006Fem,Somalia,SOM,2006,01/01/2006,11.4,Female,Africa,Sub-Saharan Africa
SOM2006Mal,Somalia,SOM,2006,01/01/2006,14.4,Male,Africa,Sub-Saharan Africa
SOM2006Tot,Somalia,SOM,2006,01/01/2006,13,Total,Africa,Sub-Saharan Africa
ZMB2019Fem,Zambia,ZMB,2019,01/01/2019,70,Female,Africa,Sub-Saharan Africa
ZMB2019Mal,Zambia,ZMB,2019,01/01/2019,81.1,Male,Africa,Sub-Saharan Africa
ZMB2019Tot,Zambia,ZMB,2019,01/01/2019,75.2,Total,Africa,Sub-Saharan Africa
ZWE2019Tot,Zimbabwe,ZWE,2019,01/01/2019,48,Total,Africa,Sub-Saharan Africa
ARG2020Tot,Argentina,ARG,2020,01/01/2020,94.2,Total,Americas,Latin America and the Caribbean
GMB2020Fem,Gambia,GMB,2020,01/01/2020,58.7,Female,Africa,Sub-Saharan Africa
GMB2020Mal,Gambia,GMB,2020,01/01/2020,67.3,Male,Africa,Sub-Saharan Africa
GMB2020Tot,Gambia,GMB,2020,01/01/2020,63.8,Total,Africa,Sub-Saharan Africa
GUY2020Mal,Guyana,GUY,2020,01/01/2020,78.9,Male,Americas,Latin America and the Caribbean
GUY2020Tot,Guyana,GUY,2020,01/01/2020,83.7,Total,Americas,Latin America and the Caribbean
LBR2020Fem,Liberia,LBR,2020,01/01/2020,57.5,Female,Africa,Sub-Saharan Africa
LBR2020Mal,Liberia,LBR,2020,01/01/2020,58.1,Male,Africa,Sub-Saharan Africa
LBR2020Tot,Liberia,LBR,2020,01/01/2020,57.8,Total,Africa,Sub-Saharan Africa
MWI2020Fem,Malawi,MWI,2020,01/01/2020,72.1,Female,Africa,Sub-Saharan Africa
MWI2020Mal,Malawi,MWI,2020,01/01/2020,70.2,Male,Africa,Sub-Saharan Africa
MWI2020Tot,Malawi,MWI,2020,01/01/2020,71.1,Total,Africa,Sub-Saharan Africa
PER2020Fem,Peru,PER,2020,01/01/2020,47.4,Female,Americas,Latin America and the Caribbean
PER2020Mal,Peru,PER,2020,01/01/2020,52.7,Male,Americas,Latin America and the Caribbean
